sentence_id,first_word_idx,last_word_idx,onset_first_word,offset_last_word,duration_sentence,word_count,text,first_word,last_word
203,3686,3694,1142720,1145912.63,3192.62999999989,9,"Strictly speaking, then I cannot call myself a Christian.","Strictly",Christian.
204,3695,3709,1146964.98,1151537.59,4572.6100000001,15,"Most of the Christians, i know, accept my feelings on this with grace and open-mindedness.","Most",open-mindedness.
205,3710,3748,1152309.41,1166324.25,14014.8400000001,39,"Then again, most of the Christians, i know, don't speak very strictly to those who do speak and think strictly, all i can do is offer my regrets for any hurt feelings and now excuse myself from their business.","Then",business.
206,3749,3759,1167850,1172303.09,4453.09000000008,11,"Traditionally, i have responded to the transcendent mystics of all religions.","Traditionally,",religions.
207,3760,3809,1172945.02,1189771.82,16826.8,50,"I have always responded with breathless excitement to anyone who has ever said that god does not live in a dogmatic scripture or in a distant throne in the sky, but instead abides very close to us, indeed much closer than we can imagine breathing right through our own hearts.","I",hearts.
208,3810,3849,1190596.05,1201661.76,11065.71,40,"I respond with gratitude to anyone who has ever voyaged to the center of that heart and who has then returned to the world with a report for the rest of us that God is an experience of supreme love.","I",love.
209,3850,3868,1202691,1209742.02,7051.02000000002,19,"In every religious tradition on earth there have always been mystical saints and transcendents who report exactly this experience.","In",experience.
210,3869,3878,1210647.29,1213863.27,3215.97999999998,10,"Unfortunately many of them have ended up, arrested and killed.","Unfortunately",killed.
211,3879,3885,1214492.95,1216533.61,2040.66000000015,7,"Still, i think very highly of them.","Still,",them.
212,3886,3898,1217740.08,1221020,3279.91999999993,13,"In the end, what i have come to believe about God is simple.","In",simple.
213,3899,3909,1221336.83,1224205.16,2868.32999999984,11,"It's like this i used to have this really great dog.","It's",dog.
214,3910,3914,1224300,1225500,1200,5,"She came from the pound.","She",pound.
215,3915,3934,1225890.29,1230732.47,4842.17999999993,20,"She was a mixture of about ten different breeds but seemed to have inherited the finest features of them all.","She",all.
216,3935,3937,1231340,1232220,880,3,"She was brown.","She",brown.
217,3938,3947,1232666.51,1234940,2273.48999999999,10,"When people asked me what kind of dog is that?","When",that?
218,3948,3954,1234940,1236325.56,1385.56000000006,7,"I would always give the same answer.","I",answer.
219,3955,3958,1236697.91,1237770,1072.09000000008,4,"She's a brown dog.","She's",dog.
220,3959,3982,1238770,1246212.84,7442.84000000008,24,"Similarly, when the question is raised, what kind of god do you believe in, my answer is easy i believe in a magnificent god.","Similarly,",god.
221,3983,4013,1251730,1259250,7520,31,"of course, I've had a lot of time to formulate my opinions about divinity since that night on the bathroom floor when I spoke to God directly for the first time.","of",time.
222,4014,4032,1260048.43,1265821.17,5772.73999999999,19,"In the middle of that dark November crisis, though I was not interested in formulating my views on theology.","In",theology.
223,4033,4040,1266219.34,1268525.15,2305.80999999982,8,"I was interested only in saving my life.","I",life.
224,4041,4058,1269101.34,1274480,5378.65999999992,18,"I had finally noticed that i seemed to have reached a state of hopeless and life threatening despair.","I",despair.
225,4059,4074,1274849.24,1278754.21,3904.96999999997,16,"And it occurred to me that sometimes people in this state will approach God for help.","And",help.
226,4075,4083,1279315.1,1280950.42,1635.31999999983,9,"I think I'd read that in a book somewhere.","I",somewhere.
227,4084,4101,1282033.23,1288460.28,6427.05000000005,18,"What i said to God through my gasping sobs was something like, this, hello God, how are you?","What",you?
228,4102,4103,1288990,1289638.96,648.959999999963,2,"I'm Liz.","I'm",Liz.
229,4104,4108,1290171.58,1291199.88,1028.29999999981,5,"It's nice to meet you.","It's",you.
230,4109,4110,1292526.42,1293010.16,483.739999999991,2,"That's right.","That's",right.
231,4111,4129,1293010.16,1297292.24,4282.08000000007,19,"I was speaking to the creator of the universe as though we'd just been introduced at a cocktail party.","I",party.
232,4130,4139,1297875.07,1299670,1794.92999999993,10,"But we work with what we know in this life.","But",life.
233,4140,4153,1299670,1302702.32,3032.32000000007,14,"And these are the words I always use at the beginning of a relationship.","And",relationship.
234,4154,4175,1303186.01,1308035.03,4849.02000000002,22,"In fact, it was all I could do to stop myself from saying I've always been a big fan of your work.","In",work.
235,4176,4184,1309656.07,1311590,1933.92999999993,9,"I'm sorry to bother you so late at night.","I'm",night.
236,4185,4191,1311590,1313950,2360,7,"I continued, but i'm in serious trouble.","I",trouble.
237,4192,4202,1314293.15,1317240,2946.85000000009,11,"And I'm sorry i haven't ever spoken directly to you before.","And",before.
238,4203,4224,1317620.49,1323707.39,6086.89999999991,22,"But i do hope that i have always expressed ample gratitude for all the blessings that you've given me in my life.","But",life.
239,4225,4232,1324760,1327356.21,2596.20999999996,8,"This thought caused me to sob even harder.","This",harder.
240,4233,4236,1328100.96,1329188.51,1087.55000000005,4,"God waited me out.","God",out.
241,4237,4244,1330174.98,1332166.61,1991.63000000012,8,"I pulled myself together enough to go on.","I",on.
242,4245,4260,1333050.09,1337145.74,4095.64999999991,16,"I am not an expert at praying, as you know, but can you please help me?","I",me?
243,4261,4267,1337655.79,1339040,1384.20999999996,7,"I am in desperate, need of help.","I",help.
244,4268,4273,1339040,1340120,1080,6,"I don't know what to do.","I",do.
245,4274,4277,1340444.65,1341463.1,1018.45000000019,4,"I need an answer.","I",answer.
246,4278,4283,1341811.79,1342996.69,1184.89999999991,6,"Please tell me what to do.","Please",do.
247,4284,4289,1343321.41,1344566.99,1245.58000000007,6,"Please tell me what to do.","Please",do.
248,4290,4295,1344903.17,1346460,1556.83000000007,6,"Please tell me what to do.","Please",do.
249,4296,4306,1347332.89,1350906.69,3573.80000000005,11,"And so the prayer narrowed itself down to that simple entreaty.","And",entreaty.
250,4307,4312,1351375.68,1352782.8,1407.12000000011,6,"Please tell me what to do.","Please",do.
251,4313,4317,1353066.44,1354700,1633.56000000006,5,"Repeat it again and again.","Repeat",again.
252,4318,4325,1355197.75,1357042.23,1844.47999999998,8,"I don't know how many times i begged.","I",begged.
253,4326,4339,1357461.56,1360741.03,3279.46999999997,14,"I only know that I begged like someone who was pleading for her life.","I",life.
254,4340,4352,1361259.36,1368546.32,7286.95999999996,13,"And the crying went on forever until quite abruptly It stopped quite abruptly.","And",abruptly.
255,4353,4360,1368546.32,1370744.86,2198.54000000004,8,"I found that I was not crying anymore.","I",anymore.
256,4361,4363,1371231.26,1372126.07,894.810000000056,3,"I'd stopped crying.","I'd",crying.
257,4364,4377,1372126.07,1377283.34,5157.27000000002,14,"In fact, in mid sob my misery had been completely vacuumed out of me.","In",me.
258,4378,4404,1378115.76,1386394.71,8278.94999999995,27,"I lifted my forehead off the floor and sat up in surprise wondering if i would now see some great being who had taken my weeping away.","I",away.
259,4405,4408,1387350.03,1388474.9,1124.86999999988,4,"But nobody was there.","But",there.
260,4409,4412,1389295.45,1390429.69,1134.23999999999,4,"I was just alone.","I",alone.
261,4413,4416,1391190,1392381.46,1191.45999999996,4,"But not really alone.","But",alone.
262,4417,4417,1392381.46,1392808.3,426.840000000084,1,"Either.","Either.",Either.
263,4418,4432,1393680.52,1398860,5179.47999999998,15,"I was surrounded by something I can only describe as a little pocket of silence.","I",silence.
264,4433,4448,1399556.86,1404441.73,4884.86999999988,16,"A silence so rare that I didn't want to exhale for fear of scaring it off.","A",off.
265,4449,4452,1405144.32,1406743.25,1598.92999999993,4,"I was seamlessly still.","I",still.
266,4453,4461,1407552.48,1410063.24,2510.76000000001,9,"I don't know when I'd ever felt such stillness.","I",stillness.
267,4462,4466,1411740,1413125.97,1385.96999999997,5,"Then i heard a voice.","Then",voice.
268,4467,4470,1414185.12,1415283.3,1098.17999999993,4,"Please don't be alarmed.","Please",alarmed.
269,4471,4480,1415283.3,1418271.16,2987.85999999987,10,"It was not an old testament Hollywood Charlton Heston voice.","It",voice.
270,4481,4497,1418667.46,1422550.28,3882.82000000007,17,"Nor was it a voice telling me that i must build a baseball field in my backyard.","Nor",backyard.
271,4498,4514,1422969.54,1428406.78,5437.23999999999,17,"It was merely my own voice speaking from within my own self but this was my voice.","It",voice.
272,4515,4531,1428406.78,1434112.22,5705.43999999994,17,"As i had never heard it before, this was my voice, but perfectly wise calm and compassionate.","As",compassionate.
273,4532,4539,1434804.96,1436487.36,1682.40000000014,8,"This was what my voice would sound like.","This",like.
274,4540,4561,1436487.36,1443560,7072.6399999999,22,"¿If i'd only ever experienced love and certainty in my life how can I describe the warmth of affection in that voice?","¿If",voice?
275,4562,4576,1443808.75,1447525.19,3716.43999999994,15,"As it gave me the answer that would forever seal my faith in the divine.","As",divine.
276,4577,4584,1448358.09,1451560,3201.90999999992,8,"The voice said, Go back to bed, Liz.","The",Liz.
277,4585,4586,1453660.04,1454437.65,777.60999999987,2,"I exhaled.","I",exhaled.
278,4587,4599,1455936.66,1458959.64,3022.97999999998,13,"It was so immediately clear that this was the only thing to do.","It",do.
279,4600,4607,1459502.81,1461560.8,2057.98999999999,8,"I would not have accepted any other answer.","I",answer.
280,4608,4636,1461882,1471600.95,9718.94999999995,29,"I would not have trusted a great booming voice that said either you must divorce your husband or you must not divorce your husband because that's not true wisdom.","I",wisdom.
281,4637,4647,1472910,1477156.01,4246.01000000001,11,"True wisdom gives the only possible answer at any given moment.","True",moment.
282,4648,4659,1477608.22,1481510,3901.78000000003,12,"And that night, going back to bed was the only possible answer.","And",answer.
283,4660,4691,1482805.31,1491773.19,8967.87999999989,32,"Go back to bed, said this omniscient interior voice, because you don't need to know the final answer right now at three o' clock in the morning, on a Thursday in November.","Go",November.
284,4692,4699,1492406.06,1494287.86,1881.80000000005,8,"Go back to bed because I love you.","Go",you.
285,4700,4729,1494651.83,1501363.09,6711.26000000001,30,"Go back to bed because the only thing you need to do for now is get some rest and take good care of yourself until you do know the answer.","Go",answer.
286,4730,4733,1502184.27,1503006.6,822.330000000075,4,"Go back to bed.","Go",bed.
287,4734,4747,1503006.6,1506840.39,3833.7899999998,14,"So that when the tempest comes, you'll be strong enough to deal with it.","So",it.
288,4748,4760,1508100.65,1514100,5999.35000000009,13,"And the tempest is coming dear one very soon, but not tonight, therefore.","And",therefore.
289,4761,4765,1515023.88,1516260,1236.12000000011,5,"Go back to bed, Liz.","Go",Liz.
290,4766,4781,1518004.78,1523908.45,5903.66999999993,16,"In a way, this little episode had all the hallmarks of a typical Christian conversion experience.","In",experience.
291,4782,4798,1524451.46,1529873.95,5422.48999999999,17,"The dark night of the soul, the call for help, the responding voice, the sense of transformation.","The",transformation.
292,4799,4811,1530830,1534146.18,3316.17999999993,13,"But i would not say that this was a religious conversion for me.","But",me.
293,4812,4823,1534670,1539150,4480,12,"Not in that traditional manner of being born again or saved instead.","Not",instead.
294,4824,4830,1539150,1540823.79,1673.79000000004,7,"I would call what happened that night.","I",night.
295,4831,4836,1541175.36,1543486.96,2311.59999999986,6,"The beginning of a religious conversation.","The",conversation.
296,4837,4855,1544175.88,1551729.13,7553.25,19,"The first words of an open and exploratory dialogue that would ultimately bring me very close to God indeed","The",indeed
