sentence_id,first_word_idx,last_word_idx,onset_first_word,offset_last_word,duration_sentence,word_count,text,first_word,last_word
170,3131,3211,2982731.96,3010970.35,28238.3899999997,81,"pero la menciono aquí porque en el suelo de ese cuarto de baño estaba a punto de ocurrir algo que cambiaría para siempre la progresión de mi vida, Casi como uno de esos increíbles momentos astronómicos en que un planeta gira sobre sí mismo en el espacio sin ningún motivo aparente y su núcleo fundido se desplaza, reubicando sus polos y alterando radicalmente su forma, de modo que la forma del planeta se hace oblonga de golpe, dejando de ser esférica.","pero",esférica.
171,3212,3214,3011721.88,3012856.24,1134.35999999987,3,"Pues algo así.","Pues",así.
172,3215,3222,3013939.74,3016309.47,2369.72999999998,8,"Lo que sucedió fue que empecé a rezar.","Lo",rezar.
173,3223,3236,3017201.13,1260641.85,-1756559.28,14,"Vamos qué me dio por hablar con Dios En eso era una auténtica novata.","Vamos",novata.
174,3237,3293,1261281.85,1279281.85,18000,57,"Y como es la primera vez que saco esa palabra tan fuerte, Dios, en este libro, pero va a salir muchas veces, parece lógico que me detenga aquí durante un momento para explicar exactamente a qué me refiero cuando la empleo, para que la gente pueda decidir cuanto antes si se va a ofender mucho o poco.","Y",poco.
175,3294,3334,1280321.85,1299291.85,18970,41,"dejando para después el debate sobre si Dios existe, No, mejor todavía, vamos a saltarnos el tema del todo, dejadme aclarar primero por qué uso la palabra Dios cuando podría usar perfectamente las palabras Jehová, Alá, Shiva, Brahma, Vishnu o Zeus.","dejando",Zeus.
176,3335,3366,1300091.85,1313189.34,13097.49,32,"Por otra parte, también Podría llamar a Dios eso, tal como hacen las sagradas escrituras sánscritas, pues se acerca bastante a esa entidad integral e innombrable que he experimentado en algunas ocasiones.","Por",ocasiones.
177,3367,3391,1313832.35,1323809.5,9977.14999999991,25,"Pero ese eso me parece impersonal, un objeto, no un ente, y en cuanto a mí se refiere, soy incapaz de rezar a un eso.","Pero",eso.
178,3392,3403,1324608.08,1329380.09,4772.01000000001,12,"necesito un nombre propio para apreciar debidamente esa sensación de asistencia personal.","necesito",personal.
179,3404,3457,1330136.55,1351144.63,21008.0799999998,54,"Por ese mismo motivo, al rezar, no dirijo mis plegarias al universo, ni al gran espacio, la fuerza, el ser supremo, el todo, el Creador, la luz, el Altísimo, ni tampoco a la versión más poética del nombre de Dios, que procede, según tengo entendido, de los evangelios apócrifos, la sombra de la mudanza.","Por",mudanza.
180,3458,3467,1352409.93,1355049.93,2640,10,"No tengo nada en contra de ninguno de estos términos.","No",términos.
181,3468,3481,1355517.51,1362029.83,6512.32000000007,14,"me parecen todos iguales, porque todos son descripciones, adecuadas o inadecuadas de lo indescriptible.","me",indescriptible.
182,3482,3515,1362761.85,1373652.76,10890.9099999999,34,"Pero es cierto que cada uno de nosotros necesita dar un nombre funcional a este ente indescriptible, y como Dios es el nombre que a mí me resulta más cercano, es el que uso.","Pero",uso.
183,3516,3548,1374693.55,1388760.38,14066.8299999998,33,"También he de confesar que suelo referirme a Dios como él, cosa que no me preocupa, porque lo considero solo un práctico pronombre personal, no una descripción anatómica precisa ni una causa revolucionaria.","También",revolucionaria.
184,3549,3568,1389745.35,1397224.07,7478.71999999997,20,"Por supuesto, me parece bien que determinadas personas se refieran a Dios como ella, y comprendo su necesidad de hacerlo.","Por",hacerlo.
185,3569,3581,1398085.7,1404157.45,6071.75,13,"Repito que para mí ambos términos son equiparables, igual de adecuados o inadecuados.","Repito",inadecuados.
186,3582,3605,1404898.45,1412886.5,7988.05000000005,24,"Lo que sí creo es que poner en mayúsculas el pronombre que se emplee es un buen detalle, Una pequeña diferencia ante la divinidad.","Lo",divinidad.
187,3606,3611,1414138.93,1418177.06,4038.13000000012,6,"culturalmente, aunque no teológicamente, soy cristiana.","culturalmente,",cristiana.
188,3612,3624,1419029.53,1423088.17,4058.6399999999,13,"Nací en el seno de la comunidad protestante de la cultura anglosajona blanca.","Nací",blanca.
189,3625,3670,1423894.28,1439039,15144.72,46,"y pese a amar a ese gran maestro de la paz que fue Jesucristo, y reservándome el derecho a plantearme qué hubiera hecho él en ciertas situaciones complicadas, soy incapaz de tragarme ese dogma cristiano de que Cristo es la única vía para llegar a Dios.","y",Dios.
190,3671,3677,1439767.19,1442899.25,3132.06000000006,7,"En sentido estricto, no puedo considerarme cristiana.","En",cristiana.
191,3678,3694,1443777.43,1449479.34,5701.91000000015,17,"La mayoría de los cristianos que conozco aceptan mis opiniones sobre este tema con generosidad y tolerancia.","La",tolerancia.
192,3695,3709,1450009.93,1455012.63,5002.69999999995,15,"aunque, a decir verdad, la mayoría de los cristianos que yo conozco son poco estrictos.","aunque,",estrictos.
193,3710,3743,1455759.71,1466814.64,11054.9299999999,34,"En cuanto a los que tienen ideas más estrictas, a mi modo de ver, lo único que puedo hacer aquí es disculparme por cualquier posible ofensa y comprometerme a no inmiscuirme en sus asuntos.","En",asuntos.
194,3744,3755,1468056.4,1473451.95,5395.55000000005,12,"Invariablemente me he identificado con los místicos trascendentes de todas las religiones.","Invariablemente",religiones.
195,3756,3801,1474209.93,1491212.3,17002.3700000001,46,"Siempre me ha producido una profunda emoción oír decir a alguien que Dios no vive en un texto dogmático ni en un distante trono en los cielos, sino que convive estrechamente con nosotros, mucho más próximo de lo que podríamos pensar, sensible a las zozobras humanas.","Siempre",humanas.
196,3802,3830,1492011.93,1502019.93,10008,29,"Doy las gracias a cualquiera que, tras viajar al centro de un corazón humano haya regresado al mundo para informarnos de que Dios es una experiencia de amor supremo.","Doy",supremo.
197,3831,3849,1502987.06,1511042.03,8054.96999999997,19,"En todas las tradiciones religiosas que se conocen siempre habido santos místicos y trascendentes que narran exactamente esta experiencia.","En",experiencia.
198,3850,3861,1512054.8,1516610.37,4555.57000000007,12,"Por desgracia, muchos de ellos acabaron en la cárcel o murieron asesinados.","Por",asesinados.
199,3862,3866,1517333.24,1519970.32,2637.08000000007,5,"Aun así, los admiro profundamente.","Aun",profundamente.
200,3867,3878,1521270.8,1524899.93,3629.12999999989,12,"Dicho todo esto, lo que pienso hoy de Dios es muy sencillo.","Dicho",sencillo.
201,3879,3888,1525773.2,1530172.48,4399.28000000003,10,"Pondré un ejemplo para explicarlo, yo tenía una perra fantástica.","Pondré",fantástica.
202,3889,3895,1530825.48,1532704.3,1878.82000000007,7,"La había sacado de la perrera municipal.","La",municipal.
203,3896,3913,1533469.35,1539959.02,6489.66999999993,18,"Era una mezcla de unas diez razas distintas, pero parecía haber heredado los mejores rasgos de todas ellas.","Era",ellas.
204,3914,3917,1540797.54,1541780.24,982.699999999953,4,"Era de color marrón.","Era",marrón.
205,3918,3926,1542602.9,1545433.36,2830.4600000002,9,"¿Cuando la gente me preguntaba de qué raza es?","¿Cuando",es?
206,3927,3935,1546082.24,1549613.73,3531.48999999999,9,"Siempre les contestaba lo mismo es una perra marrón.","Siempre",marrón.
207,3936,3944,1550474.32,1554199.28,3724.95999999996,9,"Asimismo cuando me preguntan tú en qué dios crees?","Asimismo",crees?
208,3945,3953,1554965.96,1559042.38,4076.41999999993,9,"Mi respuesta es sencilla Creo en un Dios grandioso.","Mi",grandioso.
209,3954,3986,455360,486410,31050,33,"Obviamente, he tenido tiempo de sobra para formular mis opiniones sobre la divinidad desde aquella noche en que, tirada en el suelo del cuarto de baño, hablé directamente con Dios por primera vez.","Obviamente,",vez.
210,3987,4002,487685.07,493447.05,5761.97999999998,16,"Aunque en aquella sombría crisis de noviembre lo que pretendía no era forjarme una doctrina teológica.","Aunque",teológica.
211,4003,4010,494497.6,496321.68,1824.08000000002,8,"Lo único que quería era salvar la vida.","Lo",vida.
212,4011,4046,497388.47,509436.83,12048.36,36,"Por fin había caído en la cuenta de que mi desesperación era tan profunda que mi vida estaba en peligro y de pronto pensé que en semejantes circunstancias la gente a veces pide ayuda a Dios.","Por",Dios.
213,4047,4056,510335.53,513128.99,2793.45999999996,10,"Si mal no recuerdo, lo había leído en algún libro.","Si",libro.
214,4057,4077,514789.45,523646.22,8856.76999999996,21,"Lo que le dije a Dios entre sollozo y sollozo fue más o menos esto Hola, Dios Qué tal Soy Liz.","Lo",Liz.
215,4078,4080,524376.54,525619.14,1242.60000000009,3,"Encantada de conocerte.","Encantada",conocerte.
216,4081,4097,526874.01,533070,6195.98999999999,17,"Pues sí, estaba hablando con el creador del universo como si acabaran de presentarnos en un cóctel.","Pues",cóctel.
217,4098,4118,533545.06,539394.29,5849.22999999986,21,"Pero en esta vida usamos lo que conocemos y esas son las palabras que siempre empleo al comienzo de una amistad.","Pero",amistad.
218,4119,4135,540164.57,545849.08,5684.50999999989,17,"De hecho, tuve que contenerme para no decirle siempre he sido una gran admiradora de tu obra.","De",obra.
219,4136,4144,547150,550437.84,3287.84000000008,9,"Siento molestarte a estas horas de la noche, continué.","Siento",continué.
220,4145,4149,551231.46,552861.22,1629.76000000001,5,"pero tengo un problema serio.","pero",serio.
221,4150,4178,553632.89,563691.62,10058.73,29,"y me disculpo por no haberme dirigido a ti directamente hasta ahora, Aunque sí espero haber sabido agradecerte debidamente las muchas bendiciones que me has concedido en esta vida.","y",vida.
222,4179,4185,564904.1,566940,2035.90000000002,7,"Esta idea me hizo llorar aún más.","Esta",más.
223,4186,4190,567542.58,569660,2117.41999999993,5,"Dios me había esperado pacientemente.","Dios",pacientemente.
224,4191,4198,570531.46,573652.36,3120.90000000002,8,"Logré tranquilizarme lo suficiente como para seguir hablándole.","Logré",hablándole.
225,4199,4206,574780,577243.89,2463.89000000001,8,"No soy experta en rezar, como ya sabrás.","No",sabrás.
226,4207,4211,577740,581327.5,3587.5,5,"pero, por favor, puedes ayudarme?","pero,",ayudarme?
227,4212,4214,582220,584200.82,1980.82000000007,3,"Necesito ayuda desesperadamente.","Necesito",desesperadamente.
228,4215,4218,584781.78,585840,1058.21999999997,4,"No sé qué hacer.","No",hacer.
229,4219,4221,586560,587991.52,1431.52000000002,3,"Necesito una respuesta.","Necesito",respuesta.
230,4222,4232,589250.37,592904.43,3654.06000000006,11,"Me recuerdo suplicando como quien pide que le salven la vida.","Me",vida.
231,4233,4240,593555.72,595519.1,1963.38,8,"Y no había manera de dejar de llorar.","Y",llorar.
232,4241,4247,596654.53,600560.29,3905.76000000001,7,"hasta que así, de repente, se acabó.","hasta",acabó.
233,4248,4263,601818.45,606934.74,5116.29000000004,16,"De repente, de un momento para otro, me di cuenta de que ya no estaba llorando.","De",llorando.
234,4264,4274,607656.29,610917.72,3261.43000000005,11,"De hecho, había dejado de llorar en mitad de un sollozo.","De",sollozo.
235,4275,4287,611790.67,617054.52,5263.85000000009,13,"Me había quedado totalmente vacía de sufrimiento, como si me lo hubieran aspirado.","Me",aspirado.
236,4288,4312,618028.17,626620.44,8592.27000000002,25,"Levanté la frente del suelo y me quedé ahí sentada, sorprendida y casi esperando encontrarme ante el gran ser que se había llevado mis lágrimas.","Levanté",lágrimas.
237,4313,4316,627533.34,628397.54,864.20000000007,4,"Pero no había nadie.","Pero",nadie.
238,4317,4319,628940,629845.88,905.880000000005,3,"Estaba yo sola.","Estaba",sola.
239,4320,4325,630705.55,632075.8,1370.24999999988,6,"Aunque no estaba sola del todo.","Aunque",todo.
240,4326,4355,632956,643131.99,10175.99,30,"Me rodeaba algo que solo puedo describir como una bolsa de silencio, Un silencio tan extraordinario que no me atreví a soltar aire por la boca, no fuera a asustarlo.","Me",asustarlo.
241,4356,4361,644070,646258.27,2188.27000000002,6,"Estaba completamente invadida por la quietud.","Estaba",quietud.
242,4362,4370,647476.13,649952.06,2475.92999999993,9,"Creo que en mi vida había sentido semejante quietud.","Creo",quietud.
243,4371,4374,651190,652445.18,1255.18000000005,4,"Entonces oí una voz.","Entonces",voz.
244,4375,4380,653253.8,655027.3,1773.5,6,"por favor, que nadie se asuste.","por",asuste.
245,4381,4415,655646.57,665670,10023.4300000001,35,"No era una voz hueca como la de Charlton Heston haciendo de personaje sacado del Antiguo Testamento, ni una voz de esas que te dicen que te hagas un campo de béisbol en el jardín.","No",jardín.
246,4416,4426,666612.29,670626.72,4014.42999999993,11,"Era mi propia voz, ni más ni menos, hablándome desde dentro.","Era",dentro.
247,4427,4440,671438.14,675289.5,3851.35999999999,14,"Pero era una versión de mi propia voz que yo no había oído nunca.","Pero",nunca.
248,4441,4449,676468.09,681396.37,4928.28000000003,9,"Era mi voz, pero absolutamente sabia, tranquila y compasiva.","Era",compasiva.
249,4450,4469,682511.34,688021.97,5510.63,20,"Era como sonaría mi voz si yo hubiera logrado experimentar el amor y la seguridad alguna vez en mi vida.","Era",vida.
250,4470,4492,688781.64,695985.6,7203.95999999996,23,"¿Cómo podría describir el tono cariñoso de aquella voz que me dio la respuesta que sellaría para siempre mi fe en la divinidad?","¿Cómo",divinidad?
251,4493,4500,696951.77,700773.67,3821.90000000002,8,"La voz dijo Vuélvete a la cama, Liz.","La",Liz.
252,4501,4502,701873.18,702593.49,720.309999999939,2,"Solté aire.","Solté",aire.
253,4503,4517,703854.85,707959.46,4104.60999999999,15,"De pronto vi con una claridad meridiana que eso era lo único que podía hacer.","De",hacer.
254,4518,4523,709262.12,711227.6,1965.4800000001,6,"Ninguna otra respuesta me había valido.","Ninguna",valido.
255,4524,4548,712259,722579.22,10320.22,25,"No me habría podido fiar de una voz atronadora que me dijese tienes que divorciarte de tu marido o no puedes divorciarte de tu marido.","No",marido.
256,4549,4558,723886.72,726489.53,2602.80999999994,10,"Eso no tiene nada que ver con la sabiduría verdadera.","Eso",verdadera.
257,4559,4584,727457.49,737374.33,9916.83999999997,26,"La auténtica sabiduría te da una única respuesta posible para cada situación y aquella noche, volver a meterse en la cama era la única respuesta posible.","La",posible.
258,4585,4593,738129.93,741066.17,2936.24000000011,9,"Vuelve a meterte en la cama porque te quiero.","Vuelve",quiero.
259,4594,4617,742316.06,749812.1,7496.04000000004,24,"Vuelve a meterte en la cama porque de momento lo que tienes que hacer es descansar y cuidarte hasta que des con una solución.","Vuelve",solución.
260,4618,4635,750675.52,757134.75,6459.22999999998,18,"Vuelve a meterte en la cama para que cuando llegue la tempestad, tengas fuerzas para enfrentarte a ella.","Vuelve",ella.
261,4636,4640,757989.33,760313.19,2323.85999999999,5,"Y la tempestad llegará, querida.","Y",querida.
262,4641,4642,760809.11,761400.97,591.859999999986,2,"muy pronto.","muy",pronto.
263,4643,4646,761973.8,762779.59,805.790000000037,4,"Pero esta noche no.","Pero",no.
264,4647,4653,764099.27,766910.13,2810.85999999999,7,"Por tanto, vuélvete a la cama, Liz.","Por",Liz.
265,4654,4689,768203.19,782850,14646.8100000001,36,"Por una parte, este pequeño incidente tenía todos los visos de la típica experiencia de conversión cristiana la soledad de las tinieblas del alma, la petición de ayuda, la voz que responde, la sensación de transformación.","Por",transformación.
266,4690,4712,783670.91,792131.54,8460.62999999989,23,"Pero en mi caso, no puedo decir que aquello fuese una conversión religiosa, al menos en el sentido tradicional de renacer o salvarse.","Pero",salvarse.
267,4713,4727,793044.22,798805.23,5761.01000000013,15,"Lo que sucedió aquella noche lo considero más bien el comienzo de una conversación religiosa.","Lo",religiosa.
268,4728,4745,799758.51,807626.34,7867.83000000007,18,"Las primeras palabras de un diálogo abierto y exploratorio que acabarían, en última instancia, acercándome enormemente a Dios.","Las",Dios.
